CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53011041010,Washington,Clark County,1,3385,1659,0,3,0.09,1,1,1,0,0,1,18.8,62689,1,1,1,1,1,0,0,0,636,2415,636,280,930,280,2415,71.34,930,27.47,457,13.5,336,9.93,2080,61.44,65,1.93,74,2.2,20,0.59,22,0.64,154,4.54,197,5.82,44,2.62,216,13.02,636,18.77,280,8.26,113,3.34,79,2.33,541,15.98,9,0.26,23,0.69,1,0.02,6,0.18,55,1.64,63,1.87,17,1,57,3.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1729,636,519,2895,109,90,24,31,236,293,100,324
53011041011,Washington,Clark County,1,2994,1157,0,22,0.73,0,0,0,0,0,0,7.8,69122,1,1,1,1,1,0,0,0,1525,2804,1525,395,750,395,2804,93.64,750,25.06,627,20.94,402,13.41,2459,82.13,55,1.84,62,2.07,10,0.33,33,1.09,185,6.17,229,7.66,28,2.42,138,11.92,1525,50.93,395,13.19,343,11.47,209,6.98,1326,44.28,38,1.26,29,0.96,5,0.16,14,0.48,113,3.78,134,4.47,14,1.2,76,6.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,825,670,428,2628,57,70,10,36,193,249,32,170
53011041104,Washington,Clark County,1,3799,1270,0,66,1.74,1,1,1,0,0,1,19.7,62841,1,1,1,1,1,0,0,0,768,2226,768,337,982,337,2226,58.6,982,25.86,670,17.64,164,4.32,1843,48.52,44,1.17,99,2.6,39,1.02,19,0.5,183,4.81,252,6.62,50,3.91,232,18.25,768,20.2,337,8.87,226,5.96,49,1.3,620,16.32,15,0.38,56,1.48,8,0.21,8,0.2,61,1.62,75,1.98,17,1.36,77,6.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1817,1162,278,3116,109,151,69,34,320,416,80,422
53011041105,Washington,Clark County,1,5206,1933,0,17,0.33,0,0,0,0,0,0,7.9,80819,1,1,1,1,1,0,0,0,993,3451,993,164,544,164,3451,66.29,544,10.45,802,15.4,433,8.31,2922,56.14,79,1.52,103,1.98,26,0.5,35,0.67,285,5.47,306,5.87,29,1.51,127,6.57,993,19.07,164,3.15,230,4.43,168,3.23,804,15.44,26,0.51,23,0.45,9,0.17,17,0.32,114,2.19,116,2.22,6,0.3,37,1.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1189,1283,567,4377,129,222,33,44,401,425,35,208
53011041107,Washington,Clark County,1,2504,928,0,7,0.28,0,0,0,0,0,0,4.6,76250,0,1,0,1,0,0,0,0,157,2158,157,15,420,15,2158,86.19,420,16.79,499,19.94,313,12.5,1863,74.39,40,1.6,102,4.05,7,0.28,11,0.44,136,5.42,130,5.21,17,1.79,63,6.79,157,6.25,15,0.6,32,1.3,28,1.13,140,5.58,0,0.02,1,0.05,1,0.03,1,0.06,13,0.53,15,0.61,1,0.12,5,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,563,588,340,2169,46,114,8,13,154,151,22,82
53011041108,Washington,Clark County,1,6626,3269,0,0,0,0,1,0,1,1,1,12.1,52060,0,1,0,1,0,0,0,1,NULL,4287,NULL,NULL,1599,NULL,4287,64.71,1599,24.13,718,10.84,1196,18.05,3604,54.39,129,1.95,161,2.43,68,1.02,45,0.68,281,4.24,268,4.04,390,11.92,364,11.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2553,1249,1583,5514,198,253,101,55,505,523,547,513
53011041110,Washington,Clark County,1,5849,2150,0,28,0.48,0,0,0,0,0,0,13,77511,1,1,1,1,1,0,0,0,1728,5098,1728,660,1842,660,5098,87.16,1842,31.49,1288,22.03,544,9.31,4322,73.9,163,2.78,224,3.83,40,0.69,38,0.64,311,5.32,365,6.24,28,1.32,531,24.69,1728,29.54,660,11.28,440,7.52,202,3.45,1475,25.22,68,1.16,45,0.78,7,0.12,13,0.22,120,2.05,164,2.81,18,0.82,199,9.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2744,1530,556,4902,220,233,57,42,395,466,33,654
53011041111,Washington,Clark County,1,3096,1239,0,0,0,0,0,0,0,0,1,24.5,37423,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2366,858,136,2080,232,161,48,32,543,710,77,548
53011041112,Washington,Clark County,1,5249,2141,0,5,0.1,0,0,0,0,0,0,7.4,78512,0,1,0,1,0,0,0,0,NULL,2724,NULL,NULL,592,NULL,2724,51.9,592,11.29,663,12.62,367,6.98,2209,42.09,96,1.83,127,2.42,20,0.38,22,0.41,251,4.77,263,5.01,73,3.43,260,12.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1687,1366,602,4255,193,244,53,41,463,484,181,586
53011041201,Washington,Clark County,1,6339,2829,0,35,0.55,0,1,0,0,0,1,15.4,57500,0,1,0,1,0,0,0,0,323,3547,323,5,802,5,3547,55.96,802,12.66,637,10.05,484,7.63,2981,47.03,99,1.56,170,2.68,31,0.5,15,0.24,251,3.96,252,3.98,56,1.99,171,6.05,323,5.09,5,0.08,58,0.92,66,1.04,287,4.53,4,0.07,18,0.29,0,0,1,0.02,11,0.18,9,0.14,0,0,13,0.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1933,1244,822,5172,198,259,54,80,576,705,90,278
53011041203,Washington,Clark County,1,4543,1688,0,13,0.29,0,0,0,0,0,0,12.4,71705,0,1,0,1,0,0,0,0,NULL,2990,NULL,NULL,737,NULL,2990,65.81,737,16.23,765,16.84,373,8.21,2349,51.7,101,2.23,161,3.55,33,0.72,24,0.54,321,7.07,279,6.13,40,2.38,257,15.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1684,1218,529,3516,181,216,53,39,538,477,98,421
53011041205,Washington,Clark County,1,4649,1919,0,205,4.41,0,1,0,0,0,1,17.4,62447,0,1,0,1,0,0,0,0,214,3883,214,56,1479,56,3883,83.53,1479,31.81,858,18.47,698,15.02,3193,68.67,111,2.38,186,4,40,0.86,33,0.71,321,6.9,470,10.12,71,3.69,330,17.19,214,4.6,56,1.19,50,1.07,38,0.82,190,4.09,2,0.04,13,0.29,0,0,4,0.08,5,0.12,4,0.08,5,0.24,19,0.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1989,1018,785,3752,140,253,51,37,416,571,116,430
53011041206,Washington,Clark County,1,5535,2011,0,34,0.61,0,1,0,0,0,1,10.5,64736,0,1,0,1,0,0,0,0,169,4059,169,56,1175,56,4059,73.33,1175,21.22,1020,18.43,446,8.06,3403,61.49,106,1.91,143,2.58,37,0.68,33,0.6,336,6.07,314,5.68,21,1.07,252,12.51,169,3.06,56,1.01,38,0.7,26,0.46,127,2.3,4,0.07,12,0.22,2,0.04,2,0.04,21,0.39,7,0.13,1,0.04,10,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1467,1372,612,4578,140,182,66,45,524,503,29,360
53011041309,Washington,Clark County,1,4802,1931,0,69,1.44,0,0,0,0,0,0,10.1,72104,1,1,1,1,1,0,0,0,828,4479,828,143,1000,143,4479,93.28,1000,20.82,993,20.69,587,12.23,3675,76.54,97,2.02,275,5.72,42,0.88,29,0.6,361,7.52,351,7.3,52,2.7,232,12.03,828,17.25,143,2.98,185,3.86,123,2.56,649,13.52,20,0.42,83,1.72,7,0.15,2,0.05,67,1.39,48,1,8,0.42,38,1.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1180,1036,726,3956,106,288,43,35,374,370,62,256
53011041310,Washington,Clark County,1,4746,2323,0,52,1.1,0,0,0,0,0,0,7.6,86894,0,1,0,1,0,0,0,0,387,2955,387,33,448,33,2955,62.26,448,9.44,529,11.15,758,15.97,2563,54.01,58,1.22,200,4.22,5,0.11,17,0.35,112,2.35,148,3.11,22,0.97,79,3.38,387,8.16,33,0.7,50,1.06,92,1.94,345,7.26,10,0.21,19,0.41,0,0,0,0,13,0.28,12,0.25,0,0,12,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1115,672,1846,4154,82,276,20,29,185,234,298,146
53011041312,Washington,Clark County,1,4038,1655,0,0,0,0,1,0,0,0,1,12.6,65259,0,1,0,1,0,0,0,0,5,1878,5,2,738,2,1878,46.52,738,18.29,527,13.05,257,6.36,1539,38.11,67,1.66,91,2.24,27,0.66,11,0.28,144,3.56,177,4.38,17,1.01,117,7.06,5,0.12,2,0.05,1,0.02,0,0.01,5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1861,1064,541,3273,156,170,61,52,326,375,99,324
53011041313,Washington,Clark County,1,2534,1047,0,28,1.1,0,1,0,0,0,1,17.8,58203,0,1,0,1,0,0,0,0,NULL,937,NULL,NULL,406,NULL,937,36.97,406,16.04,239,9.43,59,2.31,741,29.23,35,1.39,43,1.7,5,0.21,12,0.45,101,4,141,5.57,28,2.69,90,8.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1126,648,153,2016,86,105,15,38,274,369,67,213
53011041317,Washington,Clark County,1,4080,1695,0,26,0.64,0,0,0,0,0,1,13.9,62883,0,0,0,0,0,0,0,0,NULL,376,NULL,NULL,100,NULL,376,9.22,100,2.44,102,2.51,31,0.75,320,7.85,12,0.29,5,0.12,9,0.22,3,0.06,27,0.67,22,0.55,6,0.34,18,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1526,910,408,3459,102,143,47,33,296,341,162,311
53011041318,Washington,Clark County,1,4733,1872,0,0,0,0,1,0,0,0,1,12.2,65056,0,1,0,1,0,0,0,0,15,1925,15,7,703,7,1925,40.67,703,14.86,537,11.34,176,3.71,1545,32.65,54,1.13,60,1.26,32,0.68,14,0.3,220,4.65,232,4.9,17,0.89,124,6.62,15,0.33,7,0.15,4,0.08,2,0.05,12,0.25,0,0,0,0,0,0,0,0,3,0.07,3,0.07,0,0,1,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1622,1206,477,3892,137,168,58,54,424,460,52,328
53011041319,Washington,Clark County,1,6022,2095,0,23,0.38,0,0,0,0,0,0,5.1,84417,1,1,1,1,1,0,0,0,1995,5569,1995,256,925,256,5569,92.47,925,15.36,1494,24.8,537,8.91,4598,76.35,119,1.97,306,5.07,62,1.03,45,0.74,440,7.3,429,7.12,51,2.43,236,11.26,1995,33.13,256,4.25,486,8.07,220,3.65,1700,28.22,40,0.66,100,1.66,22,0.37,8,0.13,126,2.09,127,2.1,2,0.08,82,3.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1040,1637,566,4953,138,318,64,49,500,472,60,263
53011041320,Washington,Clark County,1,5941,2184,0,0,0,0,1,0,0,0,1,16.7,60518,0,1,0,1,0,0,0,0,NULL,978,NULL,NULL,226,NULL,978,16.46,226,3.81,301,5.07,58,0.98,809,13.61,19,0.32,74,1.25,4,0.07,5,0.08,67,1.13,74,1.24,4,0.2,45,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2217,1688,405,4647,208,414,91,57,524,562,59,320
53011041321,Washington,Clark County,1,2808,1029,0,3,0.11,0,0,0,0,0,0,1.4,90395,0,1,0,1,0,0,0,0,448,2403,448,39,213,39,2403,85.57,213,7.57,659,23.48,288,10.25,1950,69.43,57,2.04,203,7.23,14,0.49,22,0.77,158,5.62,157,5.6,14,1.37,52,5.03,448,15.97,39,1.4,156,5.57,16,0.58,367,13.06,14,0.51,40,1.41,0,0,3,0.11,24,0.87,19,0.68,2,0.21,8,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,722,427,2299,61,228,18,25,177,175,19,66
53011041322,Washington,Clark County,1,4386,1920,0,16,0.36,0,1,0,0,0,1,14.2,51800,0,1,0,1,0,0,0,0,NULL,871,NULL,NULL,344,NULL,871,19.86,344,7.85,178,4.05,175,3.99,749,17.08,15,0.35,25,0.56,7,0.16,8,0.19,67,1.52,70,1.61,52,2.72,71,3.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2072,988,555,3372,162,183,78,46,545,641,221,387
53011041323,Washington,Clark County,1,5458,2231,0,165,3.02,0,1,0,0,0,1,7.5,55911,0,1,0,1,0,0,0,0,NULL,1229,NULL,NULL,445,NULL,1229,22.51,445,8.15,269,4.93,116,2.12,997,18.26,39,0.72,69,1.26,18,0.33,12,0.22,94,1.73,105,1.92,1,0.06,108,4.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2023,1280,664,4462,146,340,51,44,415,529,63,469
53011041325,Washington,Clark County,1,5059,1782,0,0,0,0,0,0,0,0,0,4.9,107679,0,1,0,1,0,0,0,0,205,3038,205,9,275,9,3038,60.04,275,5.44,806,15.93,501,9.9,2335,46.16,34,0.67,492,9.73,7,0.14,16,0.32,153,3.02,125,2.46,13,0.71,20,1.14,205,4.04,9,0.17,66,1.31,10,0.2,158,3.12,1,0.02,35,0.69,0,0,0,0.01,10,0.2,10,0.2,0,0.01,1,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,489,1492,596,3776,84,860,17,28,294,268,21,35
53011041326,Washington,Clark County,1,2499,802,0,13,0.52,0,0,0,0,0,0,10.2,79185,1,1,1,1,1,0,0,0,1070,2247,1070,304,638,304,2247,89.92,638,25.51,698,27.93,116,4.64,1844,73.78,53,2.11,162,6.49,24,0.98,16,0.64,148,5.92,210,8.42,12,1.54,93,11.66,1070,42.81,304,12.15,319,12.78,58,2.33,892,35.71,19,0.76,77,3.09,12,0.46,6,0.23,64,2.56,99,3.95,6,0.73,44,5.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,698,775,132,2031,66,187,28,22,165,244,14,106
